,id,firstname,lastname,age,nationality,height,weight,injured,teamID,teamname,appearences,lineups,minutes,position,rating,captain,subIn,subOut,bench,totalShots,shotsOn,totalGoals,goalsConceded,goalAssists,goalSaves,totalPasses,keyPasses,passAccuracy,totalTackles,blocks,interceptions,duelsTotal,duelsWon,dribbleAttempts,dribblesSuccess,dribblesPast,foulsDrawn,foulsCommitted,cardsYel,cardsYelRed,cardsRed,penaltyWon,penaltyCommited,penaltyScored,penaltyMissed,penaltySaved,season
0,468,Vedran,Ćorluka,35,Croatia,192 cm,84 kg,False,47,Tottenham,15,13,1166,Defender,,False,2,3,16,,,0,,,,,,,,,,,,,,,,,1,0,0,,,,,,2010/2011
1,5982,Carlos Alberto,Tevez,37,Argentina,173 cm,75 kg,False,50,Manchester City,31,30,2529,Attacker,,False,1,18,2,,,20,,,,,,,,,,,,,,,,,6,0,0,,,,,,2010/2011
2,15441,Abdisalam,Ibrahim,30,Norway,185 cm,71 kg,False,50,Manchester City,0,0,0,Midfielder,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
3,17462,Jacob,Mellis,30,England,181 cm,69 kg,False,49,Chelsea,0,0,0,Midfielder,,False,0,0,2,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
4,17504,Adam,Buxton,29,England,185 cm,81 kg,False,61,Wigan,0,0,0,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
5,17824,Luke,Varney,39,England,180 cm,70 kg,False,1356,Blackpool,30,24,2042,Attacker,,False,6,16,9,,,5,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
6,19289,Michael,Dawson,38,England,189 cm,79 kg,False,47,Tottenham,24,24,2160,Defender,,False,0,0,1,,,1,,,,,,,,,,,,,,,,,6,0,0,,,,,,2010/2011
7,19553,Darron,Gibson,34,Republic of Ireland,183 cm,90 kg,False,33,Manchester United,12,6,653,Midfielder,,False,6,4,16,,,0,,,,,,,,,,,,,,,,,3,0,0,,,,,,2010/2011
8,19879,James,Vaughan,33,England,180 cm,79 kg,False,45,Everton,1,0,17,Attacker,,False,1,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
9,20439,Matt,Jarvis,35,England,170 cm,72 kg,False,39,Wolves,37,34,3055,Midfielder,,False,3,9,3,,,4,,,,,,,,,,,,,,,,,2,0,0,,,,,,2010/2011
10,20469,Adam James,Hammill,33,England,180 cm,73 kg,False,39,Wolves,10,7,540,Midfielder,,False,3,6,5,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
11,20511,Billy,Clarke,34,Republic of Ireland,170 cm,64 kg,False,1356,Blackpool,0,0,0,Attacker,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
12,87907,Paul,Rachubka,40,England,185 cm,84 kg,False,1356,Blackpool,2,1,124,Goalkeeper,,False,1,0,9,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
13,114871,Sylvan,Ebanks-Blake,35,England,178 cm,91 kg,False,39,Wolves,30,11,1308,Attacker,,False,19,4,23,,,7,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
14,115958,Stephen,Crainey,40,Scotland,175 cm,60 kg,False,1356,Blackpool,31,31,2749,Defender,,False,0,2,0,,,0,,,,,,,,,,,,,,,,,3,0,0,,,,,,2010/2011
15,115982,Michael,Richardson,29,England,,,False,34,Newcastle,0,0,0,Midfielder,,False,0,0,4,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
16,115987,Jordan,Robinson,30,England,,,False,61,Wigan,0,0,0,Defender,,False,0,0,2,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
17,231485,Daniel,Coid,40,England,180 cm,73 kg,False,1356,Blackpool,0,0,0,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
18,232507,James,Spray,29,England,183 cm,77 kg,False,39,Wolves,0,0,0,Attacker,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
19,232998,Danzelle Dwaine,St. Louis-Hamilton,27,England,190 cm,82 kg,False,75,Stoke City,0,0,0,Goalkeeper,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
20,1187,Nicklas,Bendtner,33,Denmark,193 cm,84 kg,False,42,Arsenal,17,3,495,Attacker,,False,14,1,24,,,2,,,,,,,,,,,,,,,,,2,0,0,,,,,,2010/2011
21,19203,Ashley,Cole,41,England,176 cm,66 kg,False,49,Chelsea,38,38,3386,Defender,,False,0,1,0,,,0,,,,,,,,,,,,,,,,,4,0,0,,,,,,2010/2011
22,37162,Robin,van Persie,36,Netherlands,183 cm,71 kg,False,42,Arsenal,25,19,1766,Attacker,,False,6,4,9,,,18,,,,,,,,,,,,,,,,,4,0,0,,,,,,2010/2011
23,82009,John,Terry,41,England,187 cm,90 kg,False,49,Chelsea,33,33,2962,Defender,,False,0,1,0,,,3,,,,,,,,,,,,,,,,,6,0,0,,,,,,2010/2011
24,83019,Micah,Richards,30,England,180 cm,83 kg,False,50,Manchester City,18,16,1401,Defender,,False,2,2,9,,,1,,,,,,,,,,,,,,,,,4,0,0,,,,,,2010/2011
25,87877,Jermaine,Pennant,35,England,173 cm,68 kg,False,75,Stoke City,16,15,1219,Midfielder,,False,1,10,3,,,3,,,,,,,,,,,,,,,,,2,0,0,,,,,,2010/2011
26,90505,Stuart,Taylor,41,England,198 cm,85 kg,False,50,Manchester City,0,0,0,Goalkeeper,,False,0,0,7,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
27,105800,Tomáš,Rosický,41,Czech Republic,178 cm,65 kg,False,42,Arsenal,21,8,928,Midfielder,,False,13,4,21,,,0,,,,,,,,,,,,,,,,,3,0,0,,,,,,2010/2011
28,106805,Yossi Shai,Benayoun,41,Israel,173 cm,70 kg,False,49,Chelsea,7,1,204,Midfielder,,False,6,1,11,,,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
29,114745,Mikel,Arteta Amatriain,34,Spain,175 cm,64 kg,False,45,Everton,29,29,2412,Midfielder,,False,0,7,0,,,3,,,,,,,,,,,,,,,,,1,0,1,,,,,,2010/2011
30,114808,William,Gallas,37,France,183 cm,72 kg,False,47,Tottenham,27,26,2338,Defender,,False,1,1,1,,,0,,,,,,,,,,,,,,,,,5,0,0,,,,,,2010/2011
31,114812,Thomas,Hitzlsperger,31,Germany,185 cm,80 kg,False,48,West Ham,11,11,990,Midfielder,,False,0,0,1,,,2,,,,,,,,,,,,,,,,,1,0,0,,,,,,2010/2011
32,114848,Fabrice,Muamba,33,England,188 cm,78 kg,False,68,Bolton,36,32,2594,Midfielder,,False,4,17,5,,,1,,,,,,,,,,,,,,,,,6,0,0,,,,,,2010/2011
33,114896,Danny,Higginbotham,43,Gibraltar,185 cm,77 kg,False,75,Stoke City,10,9,843,Defender,,False,1,1,20,,,2,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
34,114900,Manuel,Almunia Rivero,37,Spain,190 cm,80 kg,False,42,Arsenal,8,8,720,Goalkeeper,,False,0,0,6,,,0,,,,,,,,,,,,,,,,,1,0,0,,,,,,2010/2011
35,115938,Emmanuel,Eboué,33,Côte d'Ivoire,178 cm,72 kg,False,42,Arsenal,13,8,704,Defender,,False,5,2,24,,,1,,,,,,,,,,,,,,,,,4,0,0,,,,,,2010/2011
36,115944,Patrick,Vieira,37,France,193 cm,83 kg,False,50,Manchester City,15,4,486,Midfielder,,False,11,2,32,,,2,,,,,,,,,,,,,,,,,2,0,0,,,,,,2010/2011
37,115955,Robert,Pirès,42,France,185 cm,75 kg,False,66,Aston Villa,9,2,249,Midfielder,,False,7,2,23,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
38,115980,Jens,Lehmann,44,Germany,190 cm,87 kg,False,42,Arsenal,1,1,90,Goalkeeper,,False,0,0,9,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
39,155148,Scott,Kay,32,England,,,False,50,Manchester City,0,0,0,Midfielder,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
40,19153,Gareth,Barry,39,England,183 cm,78 kg,False,50,Manchester City,33,31,2706,Midfielder,,False,2,6,5,,,2,,,,,,,,,,,,,,,,,8,0,0,,,,,,2010/2011
41,19171,Mark,Bunn,35,England,183 cm,77 kg,False,67,Blackburn,3,2,224,Goalkeeper,,False,1,0,36,,,0,,,,,,,,,,,,,,,,,1,0,0,,,,,,2010/2011
42,19417,Liam,Ridgewell,37,England,188 cm,77 kg,False,54,Birmingham,36,36,3175,Defender,,False,0,1,0,,,4,,,,,,,,,,,,,,,,,6,0,1,,,,,,2010/2011
43,77110,Thomas,Løvendahl Sørensen,45,Denmark,196 cm,89 kg,False,75,Stoke City,10,10,900,Goalkeeper,,False,0,0,25,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
44,82011,Darren,Bent,37,England,180 cm,73 kg,False,66,Aston Villa,16,16,1400,Attacker,,False,0,2,0,,,9,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
45,82340,Stephen,Warnock,37,England,178 cm,75 kg,False,66,Aston Villa,19,19,1710,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,8,0,0,,,,,,2010/2011
46,83018,Steve,Sidwell,39,England,178 cm,70 kg,False,36,Fulham,12,10,941,Midfielder,,False,2,0,4,,,2,,,,,,,,,,,,,,,,,3,0,0,,,,,,2010/2011
47,87798,Nigel,Reo-Coker,37,England,175 cm,77 kg,False,66,Aston Villa,30,24,2074,Midfielder,,False,6,8,9,,,0,,,,,,,,,,,,,,,,,5,0,0,,,,,,2010/2011
48,90492,Stephen,Ireland,32,Republic of Ireland,173 cm,67 kg,False,34,Newcastle,2,0,49,Midfielder,,False,2,0,2,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
49,90516,Shay,Given,41,Republic of Ireland,185 cm,84 kg,False,50,Manchester City,0,0,0,Goalkeeper,,False,0,0,31,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
50,105424,Robbie,Keane,38,Republic of Ireland,175 cm,72 kg,False,48,West Ham,9,5,483,Attacker,,False,4,3,4,,,2,,,,,,,,,,,,,,,,,0,0,0,,,,,,2010/2011
