,id,firstname,lastname,age,nationality,height,weight,injured,teamID,teamname,appearences,lineups,minutes,position,rating,captain,subIn,subOut,bench,totalShots,shotsOn,totalGoals,goalsConceded,goalAssists,goalSaves,totalPasses,keyPasses,passAccuracy,totalTackles,blocks,interceptions,duelsTotal,duelsWon,dribbleAttempts,dribblesSuccess,dribblesPast,foulsDrawn,foulsCommitted,cardsYel,cardsYelRed,cardsRed,penaltyWon,penaltyCommited,penaltyScored,penaltyMissed,penaltySaved,season
0,18015,Elliott,Ward,36,England,185 cm,83 kg,False,35,Bournemouth,0,0,0,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2015/2016
1,18774,Wes,Morgan,37,Jamaica,186 cm,101 kg,False,46,Leicester,38,38,3420,Defender,7.044736,False,0,0,0,19,6,2,0,,,679,2,52,51,41,95,268,167,13,10,,15,27,3,0,0,,1,0,0,,2015/2016
2,18879,Andrew,Surman,35,England,178 cm,73 kg,False,35,Bournemouth,38,38,3420,Midfielder,7.005263,False,0,0,0,16,0,0,0,3,,1961,43,83,51,11,110,283,134,21,16,,20,26,4,0,0,,,0,0,,2015/2016
3,18982,Glenn,Murray,38,England,183 cm,80 kg,False,35,Bournemouth,19,6,668,Attacker,6.694117,False,13,5,17,22,13,3,0,,,157,6,37,7,3,3,124,55,17,9,,18,18,2,0,0,,,0,1,,2015/2016
4,19176,Tommy,Elphick,34,England,180 cm,85 kg,False,35,Bournemouth,12,11,1012,Defender,6.708333,False,1,0,6,4,2,1,0,,,410,1,61,11,2,32,89,55,0,0,,8,10,1,0,0,,1,0,0,,2015/2016
5,19226,David,Nugent,36,England,180 cm,76 kg,False,46,Leicester,0,0,0,Attacker,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2015/2016
6,19325,Nathan,Dyer,34,England,165 cm,60 kg,False,46,Leicester,12,0,208,Midfielder,6.288888,False,12,0,20,3,2,1,0,1,,57,3,37,4,0,1,53,22,12,7,,10,8,1,0,0,,,0,0,,2015/2016
7,19381,Daniel,Pudil,36,Czech Republic,185 cm,82 kg,False,38,Watford,0,0,0,Defender,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2015/2016
8,19488,Danny,Graham,36,England,185 cm,88 kg,False,746,Sunderland,10,4,358,Attacker,6.500000,False,6,4,12,4,2,0,0,,,55,0,52,1,3,5,57,18,2,0,,6,8,0,0,0,,,0,0,,2015/2016
9,19553,Darron,Gibson,34,Republic of Ireland,183 cm,90 kg,False,45,Everton,7,2,238,Midfielder,6.760000,False,5,1,15,2,1,0,,1,,154,4,72,4,2,4,24,14,3,3,,0,4,3,0,0,,1,0,0,,2015/2016
10,19660,Billy,Jones,34,England,181 cm,77 kg,False,746,Sunderland,24,23,2033,Defender,6.641666,False,1,2,12,14,4,1,0,1,,414,12,69,76,17,30,268,160,16,11,,15,32,8,0,0,,,0,0,,2015/2016
11,20439,Matt,Jarvis,35,England,170 cm,72 kg,False,71,Norwich,14,8,663,Midfielder,6.500000,False,6,7,10,10,4,0,,1,,191,18,79,10,2,5,72,27,17,6,,7,3,0,0,0,,,0,0,,2015/2016
12,30749,Emanuele,Giaccherini,36,Italy,167 cm,60 kg,False,746,Sunderland,0,0,0,Midfielder,,False,0,0,2,,,0,0,,,,,,,,,,,,,,,,0,0,0,,,0,0,,2015/2016
13,35672,José Leonardo,Ulloa,35,Argentina,188 cm,89 kg,False,46,Leicester,29,7,967,Attacker,6.803703,False,22,5,29,33,10,6,0,2,,310,14,55,27,1,7,290,107,21,11,,18,20,0,0,0,,,1,0,,2015/2016
14,47261,Mathieu,Flamini,35,France,178 cm,67 kg,False,42,Arsenal,16,12,1088,Midfielder,6.775000,False,4,3,8,7,2,0,,,,545,3,84,,,35,87,47,4,2,,3,18,3,0,0,,,0,0,,2015/2016
15,50102,Arouna,Koné,38,Côte d'Ivoire,181 cm,78 kg,False,45,Everton,25,16,1457,Attacker,6.783333,False,9,10,16,33,14,5,0,4,,528,15,54,25,1,9,216,75,45,24,,12,15,1,0,0,,,0,0,,2015/2016
16,81774,Joe,Ledley,33,Wales,183 cm,73 kg,False,52,Crystal Palace,19,11,980,Midfielder,6.711111,False,8,7,16,7,2,1,,,,319,3,73,16,9,33,76,34,2,2,,4,12,1,0,0,,,0,0,,2015/2016
17,82142,Niall,Mason,24,England,180 cm,78 kg,False,66,Aston Villa,0,0,0,Defender,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2015/2016
18,98893,Tokelo Anthony,Rantie,31,South Africa,172 cm,68 kg,False,35,Bournemouth,3,0,38,Attacker,6.533333,False,3,0,8,1,0,0,0,,,10,1,88,3,0,0,10,3,2,0,,0,3,0,0,0,,,0,0,,2015/2016
19,114745,Mikel,Arteta Amatriain,34,Spain,175 cm,64 kg,False,42,Arsenal,9,0,161,Midfielder,,False,9,1,13,,,0,,,,,,,,,,,,,,,,,1,0,0,,,,,,2015/2016
20,18928,Peter,Crouch,40,England,201 cm,75 kg,False,75,Stoke City,11,4,456,Attacker,6.600000,False,7,0,29,7,3,0,,1,,88,4,59,3,0,4,118,58,3,2,,4,13,0,0,0,,,0,0,,2015/2016
21,19153,Gareth,Barry,39,England,183 cm,78 kg,False,45,Everton,33,32,2837,Midfielder,7.140625,False,1,1,1,15,4,1,,1,,1687,34,81,96,24,53,333,193,21,18,,25,42,6,1,0,,,0,0,,2015/2016
22,19171,Mark,Bunn,35,England,183 cm,77 kg,False,66,Aston Villa,10,10,900,Goalkeeper,6.560000,False,0,0,28,0,0,0,18,,27,100,0,41,,,0,5,3,0,0,,0,1,2,0,0,,,0,0,1,2015/2016
23,19189,Mile,Jedinak,37,Australia,189 cm,87 kg,False,52,Crystal Palace,27,16,1531,Midfielder,6.866666,False,11,2,14,13,1,0,,,,594,8,73,50,10,55,281,169,5,5,,16,36,6,0,0,,1,0,0,,2015/2016
24,19526,Craig,Gardner,34,England,178 cm,71 kg,False,60,West Brom,34,20,2035,Midfielder,6.743750,False,14,11,18,46,12,3,,3,,395,24,60,51,2,30,260,118,15,7,,28,38,5,0,0,,,0,1,,2015/2016
25,19722,James,Collins,38,Wales,188 cm,83 kg,False,48,West Ham,19,16,1439,Defender,6.982352,False,3,1,13,13,4,0,0,,,440,2,71,18,22,19,126,76,4,3,,7,12,3,0,1,,,0,0,,2015/2016
26,82009,John,Terry,41,England,187 cm,90 kg,False,49,Chelsea,24,24,1991,Defender,6.729166,False,0,3,2,10,2,1,,,,830,2,89,21,19,38,119,77,4,2,,5,10,3,1,1,,,0,0,,2015/2016
27,82435,Gabriel,Imuetinyan Agbonlahor,32,England,180 cm,78 kg,False,66,Aston Villa,15,13,1036,Attacker,,False,2,7,2,,,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,2015/2016
28,83018,Steve,Sidwell,39,England,178 cm,70 kg,False,75,Stoke City,1,0,12,Midfielder,6.700000,False,1,0,3,,,0,0,,,6,,5,4,,,8,5,,,,,1,0,0,0,,,0,0,,2015/2016
29,83019,Micah,Richards,30,England,180 cm,83 kg,False,66,Aston Villa,24,23,2046,Defender,,False,1,3,9,,,1,,,,,,,,,,,,,,,,,3,0,0,,,,,,2015/2016
30,87315,Kieran,Richardson,32,England,175 cm,69 kg,False,66,Aston Villa,11,8,723,Defender,,False,3,3,14,,,0,,,,,,,,,,,,,,,,,4,0,0,,,,,,2015/2016
31,87896,Paul,Konchesky,40,England,178 cm,69 kg,False,46,Leicester,0,0,0,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2015/2016
32,90489,Per,Mertesacker,37,Germany,198 cm,90 kg,False,42,Arsenal,24,24,2049,Defender,6.862500,False,0,1,7,8,2,0,,,,1113,2,88,27,10,36,119,88,3,3,,6,7,1,0,1,,,0,0,,2015/2016
33,90492,Stephen,Ireland,32,Republic of Ireland,173 cm,67 kg,False,75,Stoke City,13,0,230,Midfielder,6.816666,False,13,0,24,3,0,0,,1,,135,8,83,,,3,32,14,4,2,,0,4,2,0,0,,,0,0,,2015/2016
34,90507,Joleon,Lescott,35,England,188 cm,82 kg,False,66,Aston Villa,30,30,2631,Defender,,False,0,2,4,,,1,,,,,,,,,,,,,,,,,2,0,0,,,,,,2015/2016
35,90516,Shay,Given,41,Republic of Ireland,185 cm,84 kg,False,75,Stoke City,3,3,226,Goalkeeper,,False,0,1,11,,,0,,,,,,,,,,,,,,,,,1,0,0,,,,,,2015/2016
36,105800,Tomáš,Rosický,41,Czech Republic,178 cm,65 kg,False,42,Arsenal,0,0,0,Midfielder,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2015/2016
37,114752,Charles,N'Zogbia,30,France,171 cm,70 kg,False,66,Aston Villa,2,0,41,Midfielder,,False,2,0,2,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2015/2016
38,114796,Leo,Chambers,26,England,186 cm,65 kg,False,48,West Ham,0,0,0,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2015/2016
39,115938,Emmanuel,Eboué,33,Côte d'Ivoire,178 cm,72 kg,False,746,Sunderland,0,0,0,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2015/2016
40,17560,Rene,Gilmartin,33,Republic of Ireland,196 cm,85 kg,False,38,Watford,0,0,0,Goalkeeper,,False,0,0,3,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2015/2016
41,18865,Simon,Francis,35,England,183 cm,90 kg,False,35,Bournemouth,38,38,3387,Defender,6.976315,False,0,0,0,7,1,0,,4,,1664,35,78,105,20,88,415,253,46,30,,12,35,5,0,1,,2,0,0,,2015/2016
42,19144,Glyn Oliver,Myhill,39,Wales,191 cm,91 kg,False,60,West Brom,23,23,2070,Goalkeeper,6.747826,False,0,0,15,0,0,0,31,,65,254,0,43,,0,0,8,7,0,0,,4,0,2,0,0,,,0,0,0,2015/2016
43,19500,Ashley,Williams,36,Wales,183 cm,77 kg,False,76,Swansea,36,36,3240,Defender,7.219444,False,0,0,0,16,6,2,,1,,1601,11,82,68,43,99,259,160,6,6,,15,30,8,0,0,,1,0,0,,2015/2016
44,19698,Marc,Wilson,34,Republic of Ireland,188 cm,80 kg,False,75,Stoke City,4,1,258,Defender,6.375000,False,3,0,17,0,0,0,0,,,84,1,71,7,0,2,31,15,0,0,,3,2,0,0,0,,,0,0,,2015/2016
45,19700,Will,Buckley,31,England,183 cm,82 kg,False,746,Sunderland,0,0,0,Midfielder,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2015/2016
46,19703,Lloyd,Dyer,38,England,173 cm,70 kg,False,38,Watford,0,0,0,Midfielder,,False,0,0,2,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2015/2016
