,id,firstname,lastname,age,nationality,height,weight,injured,teamID,teamname,appearences,lineups,minutes,position,rating,captain,subIn,subOut,bench,totalShots,shotsOn,totalGoals,goalsConceded,goalAssists,goalSaves,totalPasses,keyPasses,passAccuracy,totalTackles,blocks,interceptions,duelsTotal,duelsWon,dribbleAttempts,dribblesSuccess,dribblesPast,foulsDrawn,foulsCommitted,cardsYel,cardsYelRed,cardsRed,penaltyWon,penaltyCommited,penaltyScored,penaltyMissed,penaltySaved,season
0,18241,Mark,Yeates,36,Republic of Ireland,175 cm,66 kg,False,47,Tottenham,0,0,0,Midfielder,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2002/2003
1,19153,Gareth,Barry,39,England,183 cm,78 kg,False,66,Aston Villa,1,1,90,Midfielder,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2002/2003
2,19203,Ashley,Cole,41,England,176 cm,66 kg,False,42,Arsenal,2,2,180,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2002/2003
3,19417,Liam,Ridgewell,37,England,188 cm,77 kg,False,66,Aston Villa,0,0,0,Defender,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2002/2003
4,50978,Justin,Hoyte,36,Trinidad and Tobago,180 cm,68 kg,False,42,Arsenal,1,0,1,Defender,,False,1,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2002/2003
5,77110,Thomas,Løvendahl Sørensen,45,Denmark,196 cm,89 kg,False,746,Sunderland,1,1,90,Goalkeeper,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2002/2003
6,83026,Peter,Whittingham,34,England,178 cm,63 kg,False,66,Aston Villa,2,1,123,Midfielder,,False,1,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2002/2003
7,87907,Paul,Rachubka,40,England,185 cm,84 kg,False,1335,Charlton,0,0,0,Goalkeeper,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2002/2003
8,90505,Stuart,Taylor,41,England,198 cm,85 kg,False,42,Arsenal,1,1,90,Goalkeeper,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2002/2003
9,114571,Gilberto,Aparecido da Silva,45,Brazil,184 cm,74 kg,False,42,Arsenal,2,2,180,Midfielder,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2002/2003
10,114817,Jermaine,Jenas,38,England,179 cm,76 kg,False,34,Newcastle,2,2,180,Midfielder,,False,0,0,0,,,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,2002/2003
11,114850,Luke,Young,42,England,183 cm,78 kg,False,1335,Charlton,2,2,180,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,1,0,0,,,,,,2002/2003
12,114851,Emile,Heskey,43,England,187 cm,83 kg,False,40,Liverpool,2,0,56,Attacker,,False,2,0,2,,,0,,,,,,,,,,,,,,,,,1,0,0,,,,,,2002/2003
13,114884,Zat,Knight,41,England,198 cm,86 kg,False,36,Fulham,0,0,0,Defender,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2002/2003
14,114896,Danny,Higginbotham,43,Gibraltar,185 cm,77 kg,False,41,Southampton,3,1,115,Defender,,False,2,0,2,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2002/2003
15,118128,Marcus,Allbäck,48,Sweden,180 cm,79 kg,False,66,Aston Villa,2,2,180,Attacker,,False,0,0,0,,,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,2002/2003
