,id,firstname,lastname,age,nationality,height,weight,injured,teamID,teamname,appearences,lineups,minutes,position,rating,captain,subIn,subOut,bench,totalShots,shotsOn,totalGoals,goalsConceded,goalAssists,goalSaves,totalPasses,keyPasses,passAccuracy,totalTackles,blocks,interceptions,duelsTotal,duelsWon,dribbleAttempts,dribblesSuccess,dribblesPast,foulsDrawn,foulsCommitted,cardsYel,cardsYelRed,cardsRed,penaltyWon,penaltyCommited,penaltyScored,penaltyMissed,penaltySaved,season
0,468,Vedran,Ćorluka,35,Croatia,192 cm,84 kg,False,47,Tottenham,34,33,2966,Defender,,False,1,4,2,,,0,,,,,,,,,,,,,,,,,3,0,0,,,,,,2008/2009
1,5982,Carlos Alberto,Tevez,37,Argentina,173 cm,75 kg,False,33,Manchester United,29,18,1856,Attacker,,False,11,8,16,,,5,,,,,,,,,,,,,,,,,3,0,0,,,,,,2008/2009
2,17462,Jacob,Mellis,30,England,181 cm,69 kg,False,49,Chelsea,0,0,0,Midfielder,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2008/2009
3,17970,Rhys,Taylor,30,Wales,185 cm,83 kg,False,49,Chelsea,0,0,0,Goalkeeper,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2008/2009
4,18037,Carl,Dickinson,34,England,185 cm,76 kg,False,75,Stoke City,2,1,94,Defender,,False,1,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2008/2009
5,18308,Wayne,Brown,33,England,170 cm,69 kg,False,36,Fulham,1,0,4,Midfielder,,False,1,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2008/2009
6,19203,Ashley,Cole,41,England,176 cm,66 kg,False,49,Chelsea,34,33,2941,Defender,,False,1,2,2,,,1,,,,,,,,,,,,,,,,,5,0,0,,,,,,2008/2009
7,19226,David,Nugent,36,England,180 cm,76 kg,False,1355,Portsmouth,16,13,1067,Attacker,,False,3,10,13,,,3,,,,,,,,,,,,,,,,,1,0,0,,,,,,2008/2009
8,19289,Michael,Dawson,38,England,189 cm,79 kg,False,47,Tottenham,16,13,1136,Defender,,False,3,3,16,,,1,,,,,,,,,,,,,,,,,3,0,1,,,,,,2008/2009
9,19553,Darron,Gibson,34,Republic of Ireland,183 cm,90 kg,False,33,Manchester United,3,1,138,Midfielder,,False,2,0,12,,,1,,,,,,,,,,,,,,,,,1,0,0,,,,,,2008/2009
10,19879,James,Vaughan,33,England,180 cm,79 kg,False,45,Everton,13,1,186,Attacker,,False,12,1,16,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2008/2009
11,19904,Grant,Leadbitter,35,England,177 cm,79 kg,False,746,Sunderland,23,12,1118,Midfielder,,False,11,4,21,,,2,,,,,,,,,,,,,,,,,2,0,0,,,,,,2008/2009
12,20165,Anthony Randolph,Warner,45,Trinidad and Tobago,193 cm,86 kg,False,64,Hull City,0,0,0,Goalkeeper,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2008/2009
