,id,firstname,lastname,age,nationality,height,weight,injured,teamID,teamname,appearences,lineups,minutes,position,rating,captain,subIn,subOut,bench,totalShots,shotsOn,totalGoals,goalsConceded,goalAssists,goalSaves,totalPasses,keyPasses,passAccuracy,totalTackles,blocks,interceptions,duelsTotal,duelsWon,dribbleAttempts,dribblesSuccess,dribblesPast,foulsDrawn,foulsCommitted,cardsYel,cardsYelRed,cardsRed,penaltyWon,penaltyCommited,penaltyScored,penaltyMissed,penaltySaved,season
0,114,Adrien Sébastien,Perruchet Silva,33,Portugal,171 cm,72 kg,False,46,Leicester,0,0,0,Midfielder,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2020/2021
1,458,Mbaye,Diagne,31,Senegal,191 cm,86 kg,False,60,West Brom,16,14,1193,Attacker,6.720000,False,2,6,4,24,10,3,0,2,,235,9,9,4,1,1,223,89,16,10,,23,17,2,0,0,,,0,0,,2020/2021
2,518,Meritan,Shabani,22,Germany,185 cm,78 kg,False,39,Wolves,0,0,0,Midfielder,,False,0,0,3,,,0,0,,,,,,,,,,,,,,,,0,0,0,,,0,0,,2020/2021
3,642,Sergio Leonel,Agüero del Castillo,33,Argentina,173 cm,70 kg,False,50,Manchester City,12,7,559,Attacker,6.900000,False,5,5,12,17,12,4,0,1,,171,7,13,4,,2,51,21,13,8,,7,2,0,0,0,,,1,1,,2020/2021
4,1200,Branislav,Ivanović,37,Serbia,185 cm,89 kg,False,60,West Brom,13,8,765,Defender,6.566666,False,5,3,12,3,1,0,0,,,317,1,26,14,5,8,58,31,,,,4,11,2,0,0,,,0,0,,2020/2021
5,2795,Gylfi Þór,Sigurðsson,33,Iceland,186 cm,79 kg,False,45,Everton,36,24,2255,Midfielder,6.908333,False,12,12,14,33,17,6,0,5,,853,44,20,30,2,34,169,67,26,14,,18,22,2,0,0,,,3,1,,2020/2021
6,18774,Wes,Morgan,37,Jamaica,186 cm,101 kg,False,46,Leicester,3,0,15,Defender,6.450000,False,3,0,13,,,0,0,,,5,,2,,,,,,,,,,,0,0,0,,,0,0,,2020/2021
7,18783,Thakgalo Khanya,Leshabela,23,South Africa,175 cm,72 kg,False,46,Leicester,1,0,9,Midfielder,6.300000,False,1,0,5,,,0,0,,,7,,6,,,,1,,,,,,,0,0,0,,,0,0,,2020/2021
8,18975,David Petrus Wenceslaus Henri,Pröpper,31,Netherlands,185 cm,79 kg,False,51,Brighton,7,2,210,Midfielder,6.500000,False,5,2,19,2,2,0,0,,,93,,10,6,,1,25,11,3,2,,,1,0,0,0,,,0,0,,2020/2021
9,19153,Gareth,Barry,39,England,183 cm,78 kg,False,60,West Brom,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/2021
