,id,firstname,lastname,age,nationality,height,weight,injured,teamID,teamname,appearences,lineups,minutes,position,rating,captain,subIn,subOut,bench,totalShots,shotsOn,totalGoals,goalsConceded,goalAssists,goalSaves,totalPasses,keyPasses,passAccuracy,totalTackles,blocks,interceptions,duelsTotal,duelsWon,dribbleAttempts,dribblesSuccess,dribblesPast,foulsDrawn,foulsCommitted,cardsYel,cardsYelRed,cardsRed,penaltyWon,penaltyCommited,penaltyScored,penaltyMissed,penaltySaved,season
0,468,Vedran,Ćorluka,35,Croatia,192 cm,84 kg,False,50,Manchester City,35,34,2974,Defender,,False,1,3,3,,,0,,,,,,,,,,,,,,,,,4,0,0,,,,,,2007/2008
1,5982,Carlos Alberto,Tevez,37,Argentina,173 cm,75 kg,False,33,Manchester United,34,31,2685,Attacker,,False,3,12,5,,,14,,,,,,,,,,,,,,,,,1,0,0,,,,,,2007/2008
2,17970,Rhys,Taylor,30,Wales,185 cm,83 kg,False,49,Chelsea,0,0,0,Goalkeeper,,False,0,0,2,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
3,19226,David,Nugent,36,England,180 cm,76 kg,False,1355,Portsmouth,14,5,593,Attacker,,False,9,2,22,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
4,19289,Michael,Dawson,38,England,189 cm,79 kg,False,47,Tottenham,26,26,2192,Defender,,False,0,4,2,,,1,,,,,,,,,,,,,,,,,3,0,0,,,,,,2007/2008
5,19553,Darron,Gibson,34,Republic of Ireland,183 cm,90 kg,False,33,Manchester United,0,0,0,Midfielder,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
6,19879,James,Vaughan,33,England,180 cm,79 kg,False,45,Everton,8,0,136,Attacker,,False,8,0,10,,,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
7,19904,Grant,Leadbitter,35,England,177 cm,79 kg,False,746,Sunderland,31,17,1887,Midfielder,,False,14,5,14,,,2,,,,,,,,,,,,,,,,,5,0,0,,,,,,2007/2008
8,20165,Anthony Randolph,Warner,45,Trinidad and Tobago,193 cm,86 kg,False,36,Fulham,0,0,0,Goalkeeper,,False,0,0,6,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
9,20290,Scott,Golbourne,33,England,175 cm,77 kg,False,53,Reading,1,1,63,Defender,,False,0,1,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
10,20462,Anthony,McMahon,35,England,180 cm,71 kg,False,70,Middlesbrough,1,0,15,Defender,,False,1,0,3,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
11,20511,Billy,Clarke,34,Republic of Ireland,170 cm,64 kg,False,57,Ipswich,20,20,0,Attacker,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
12,44499,Ahmed Hossam Hussein,Abdelhamid,30,Egypt,188 cm,83 kg,False,70,Middlesbrough,12,8,751,Attacker,,False,4,4,5,,,2,,,,,,,,,,,,,,,,,4,0,1,,,,,,2007/2008
13,69412,Alan John,Bennett,39,Republic of Ireland,187 cm,81 kg,False,53,Reading,0,0,0,Defender,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
14,117318,Rowan,Vine,38,England,185 cm,75 kg,False,54,Birmingham,2,2,0,Attacker,,False,0,0,2,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
15,118634,Elliot Junior,Omozusi,33,England,180 cm,80 kg,False,36,Fulham,8,8,690,Defender,,False,0,1,2,,,0,,,,,,,,,,,,,,,,,2,1,0,,,,,,2007/2008
16,155217,Matthew,Pattison,35,South Africa,173 cm,78 kg,False,34,Newcastle,27,27,0,Midfielder,,False,0,0,3,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
17,230989,David,Connolly,44,Republic of Ireland,172 cm,67 kg,False,746,Sunderland,3,1,95,Attacker,,False,2,1,8,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
18,232939,Nathan,Ashton,26,England,"
    ","
    ",False,36,Fulham,1,1,90,Midfielder,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
19,233872,John,Halls,39,England,183 cm,75 kg,False,53,Reading,1,0,7,Defender,,False,1,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
20,19203,Ashley,Cole,41,England,176 cm,66 kg,False,49,Chelsea,27,27,2415,Defender,,False,0,2,0,,,1,,,,,,,,,,,,,,,,,4,0,1,,,,,,2007/2008
21,37162,Robin,van Persie,36,Netherlands,183 cm,71 kg,False,42,Arsenal,15,13,1079,Attacker,,False,2,11,3,,,7,,,,,,,,,,,,,,,,,2,0,0,,,,,,2007/2008
22,47261,Mathieu,Flamini,35,France,178 cm,67 kg,False,42,Arsenal,30,30,2666,Midfielder,,False,0,4,0,,,3,,,,,,,,,,,,,,,,,5,0,0,,,,,,2007/2008
23,50031,Armand,Traoré,31,Senegal,185 cm,82 kg,False,42,Arsenal,3,1,101,Defender,,False,2,1,4,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
24,50978,Justin,Hoyte,36,Trinidad and Tobago,180 cm,68 kg,False,42,Arsenal,5,2,153,Defender,,False,3,1,10,,,0,,,,,,,,,,,,,,,,,1,0,0,,,,,,2007/2008
25,80360,Eduardo,Alves da Silva,38,Croatia,177 cm,72 kg,False,42,Arsenal,17,13,968,Attacker,,False,4,8,5,,,4,,,,,,,,,,,,,,,,,3,0,0,,,,,,2007/2008
26,87877,Jermaine,Pennant,35,England,173 cm,68 kg,False,40,Liverpool,18,14,1135,Midfielder,,False,4,10,4,,,2,,,,,,,,,,,,,,,,,3,0,0,,,,,,2007/2008
27,90505,Stuart,Taylor,41,England,198 cm,85 kg,False,66,Aston Villa,4,3,293,Goalkeeper,,False,1,0,35,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
28,105800,Tomáš,Rosický,41,Czech Republic,178 cm,65 kg,False,42,Arsenal,18,15,1338,Midfielder,,False,3,6,3,,,6,,,,,,,,,,,,,,,,,1,0,0,,,,,,2007/2008
29,106805,Yossi Shai,Benayoun,41,Israel,173 cm,70 kg,False,40,Liverpool,30,15,1575,Midfielder,,False,15,7,17,,,4,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
30,114571,Gilberto,Aparecido da Silva,45,Brazil,184 cm,74 kg,False,42,Arsenal,23,12,1184,Midfielder,,False,11,1,16,,,1,,,,,,,,,,,,,,,,,1,0,0,,,,,,2007/2008
31,114745,Mikel,Arteta Amatriain,34,Spain,175 cm,64 kg,False,45,Everton,28,27,2448,Midfielder,,False,1,2,1,,,1,,,,,,,,,,,,,,,,,2,0,1,,,,,,2007/2008
32,114808,William,Gallas,37,France,183 cm,72 kg,False,42,Arsenal,31,31,2725,Defender,,False,0,1,0,,,4,,,,,,,,,,,,,,,,,6,0,0,,,,,,2007/2008
33,114848,Fabrice,Muamba,33,England,188 cm,78 kg,False,54,Birmingham,37,37,3203,Midfielder,,False,0,7,0,,,2,,,,,,,,,,,,,,,,,5,0,0,,,,,,2007/2008
34,114896,Danny,Higginbotham,43,Gibraltar,185 cm,77 kg,False,746,Sunderland,21,21,1890,Defender,,False,0,0,1,,,3,,,,,,,,,,,,,,,,,1,0,0,,,,,,2007/2008
35,114900,Manuel,Almunia Rivero,37,Spain,190 cm,80 kg,False,42,Arsenal,29,29,2610,Goalkeeper,,False,0,0,3,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
36,115062,Mikaël,Silvestre,38,France,180 cm,83 kg,False,33,Manchester United,3,3,188,Defender,,False,0,2,2,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
37,115980,Jens,Lehmann,44,Germany,190 cm,87 kg,False,42,Arsenal,7,6,561,Goalkeeper,,False,1,0,23,,,0,,,,,,,,,,,,,,,,,1,0,0,,,,,,2007/2008
38,117973,Nwankwo Christian,Kanu,37,Nigeria,197 cm,80 kg,False,1355,Portsmouth,25,13,1362,Attacker,,False,12,7,13,,,4,,,,,,,,,,,,,,,,,1,0,0,,,,,,2007/2008
39,210627,Kerrea,Gilbert,34,England,175 cm,70 kg,False,42,Arsenal,0,0,0,Defender,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
40,1187,Nicklas,Bendtner,33,Denmark,193 cm,84 kg,False,42,Arsenal,27,7,928,Attacker,,False,20,3,25,,,5,,,,,,,,,,,,,,,,,2,1,0,,,,,,2007/2008
41,19153,Gareth,Barry,39,England,183 cm,78 kg,False,66,Aston Villa,37,37,3320,Midfielder,,False,0,1,0,,,9,,,,,,,,,,,,,,,,,5,0,0,,,,,,2007/2008
42,77110,Thomas,Løvendahl Sørensen,45,Denmark,196 cm,89 kg,False,66,Aston Villa,0,0,0,Goalkeeper,,False,0,0,2,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
43,82009,John,Terry,41,England,187 cm,90 kg,False,49,Chelsea,23,23,1898,Defender,,False,0,3,0,,,1,,,,,,,,,,,,,,,,,6,0,0,,,,,,2007/2008
44,82340,Stephen,Warnock,37,England,178 cm,75 kg,False,67,Blackburn,37,37,3286,Defender,,False,0,2,0,,,1,,,,,,,,,,,,,,,,,9,0,0,,,,,,2007/2008
45,83018,Steve,Sidwell,39,England,178 cm,70 kg,False,49,Chelsea,15,7,515,Midfielder,,False,8,5,8,,,0,,,,,,,,,,,,,,,,,1,0,0,,,,,,2007/2008
46,83019,Micah,Richards,30,England,180 cm,83 kg,False,50,Manchester City,25,25,2250,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,4,0,0,,,,,,2007/2008
47,87798,Nigel,Reo-Coker,37,England,175 cm,77 kg,False,66,Aston Villa,36,36,3107,Midfielder,,False,0,4,0,,,0,,,,,,,,,,,,,,,,,10,1,0,,,,,,2007/2008
48,90516,Shay,Given,41,Republic of Ireland,185 cm,84 kg,False,34,Newcastle,19,19,1630,Goalkeeper,,False,0,2,4,,,0,,,,,,,,,,,,,,,,,2,0,0,,,,,,2007/2008
49,105424,Robbie,Keane,38,Republic of Ireland,175 cm,72 kg,False,47,Tottenham,36,32,2731,Attacker,,False,4,16,4,,,15,,,,,,,,,,,,,,,,,2,0,1,,,,,,2007/2008
50,114757,Richard,Dunne,36,Republic of Ireland,188 cm,95 kg,False,50,Manchester City,36,36,3081,Defender,,False,0,1,0,,,0,,,,,,,,,,,,,,,,,3,1,1,,,,,,2007/2008
51,114814,Luke,Moore,30,England,180 cm,76 kg,False,66,Aston Villa,15,8,841,Attacker,,False,7,6,8,,,1,,,,,,,,,,,,,,,,,1,0,0,,,,,,2007/2008
52,114817,Jermaine,Jenas,38,England,179 cm,76 kg,False,47,Tottenham,29,28,2476,Midfielder,,False,1,2,1,,,4,,,,,,,,,,,,,,,,,3,0,0,,,,,,2007/2008
53,114851,Emile,Heskey,43,England,187 cm,83 kg,False,61,Wigan,28,27,2088,Attacker,,False,1,15,1,,,4,,,,,,,,,,,,,,,,,5,0,0,,,,,,2007/2008
54,114884,Zat,Knight,41,England,198 cm,86 kg,False,66,Aston Villa,27,25,2194,Defender,,False,2,4,9,,,1,,,,,,,,,,,,,,,,,1,0,1,,,,,,2007/2008
55,115933,Marlon,Harewood,42,England,185 cm,85 kg,False,66,Aston Villa,23,1,497,Attacker,,False,22,1,31,,,5,,,,,,,,,,,,,,,,,2,0,0,,,,,,2007/2008
56,115938,Emmanuel,Eboué,33,Côte d'Ivoire,178 cm,72 kg,False,42,Arsenal,23,20,1660,Defender,,False,3,12,4,,,0,,,,,,,,,,,,,,,,,6,0,0,,,,,,2007/2008
57,116217,Wilfred,Bouma,43,Netherlands,179 cm,83 kg,False,66,Aston Villa,38,38,3282,Defender,,False,0,11,0,,,1,,,,,,,,,,,,,,,,,5,0,0,,,,,,2007/2008
58,231000,Darius,Vassell,33,England,171 cm,74 kg,False,50,Manchester City,27,21,1780,Attacker,,False,6,15,6,,,6,,,,,,,,,,,,,,,,,2,0,0,,,,,,2007/2008
59,252757,Ulises Hernán,de la Cruz Bernardo,47,Ecuador,178 cm,80 kg,False,53,Reading,6,3,339,Defender,,False,3,2,9,,,0,,,,,,,,,,,,,,,,,2,0,0,,,,,,2007/2008
60,17663,Kelvin,Etuhu,33,Nigeria,180 cm,70 kg,False,50,Manchester City,6,2,201,Midfielder,,False,4,2,4,,,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
61,18928,Peter,Crouch,40,England,201 cm,75 kg,False,40,Liverpool,21,9,920,Attacker,,False,12,3,17,,,5,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
62,19417,Liam,Ridgewell,37,England,188 cm,77 kg,False,54,Birmingham,35,35,3106,Defender,,False,0,1,0,,,1,,,,,,,,,,,,,,,,,11,0,0,,,,,,2007/2008
63,19526,Craig,Gardner,34,England,178 cm,71 kg,False,66,Aston Villa,23,15,1330,Midfielder,,False,8,7,14,,,3,,,,,,,,,,,,,,,,,4,0,0,,,,,,2007/2008
64,19683,Ben,Alnwick,33,England,188 cm,81 kg,False,47,Tottenham,0,0,0,Goalkeeper,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
65,19722,James,Collins,38,Wales,188 cm,83 kg,False,48,West Ham,4,2,251,Defender,,False,2,0,7,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
66,82011,Darren,Bent,37,England,180 cm,73 kg,False,47,Tottenham,27,11,1141,Attacker,,False,16,7,17,,,6,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
67,82435,Gabriel,Imuetinyan Agbonlahor,32,England,180 cm,78 kg,False,66,Aston Villa,37,37,3281,Attacker,,False,0,3,0,,,11,,,,,,,,,,,,,,,,,4,0,0,,,,,,2007/2008
68,82882,Iain,Turner,34,Scotland,193 cm,88 kg,False,45,Everton,0,0,0,Goalkeeper,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
69,87315,Kieran,Richardson,32,England,175 cm,69 kg,False,746,Sunderland,17,15,1116,Defender,,False,2,8,2,,,3,,,,,,,,,,,,,,,,,3,0,0,,,,,,2007/2008
70,87726,Ross,Turnbull,32,England,193 cm,85 kg,False,70,Middlesbrough,3,3,270,Goalkeeper,,False,0,0,26,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
71,87728,Lewin,Nyatanga,33,Wales,188 cm,79 kg,False,69,Derby,1,1,90,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
72,90492,Stephen,Ireland,32,Republic of Ireland,173 cm,67 kg,False,50,Manchester City,33,32,2579,Midfielder,,False,1,16,2,,,4,,,,,,,,,,,,,,,,,1,0,1,,,,,,2007/2008
73,90507,Joleon,Lescott,35,England,188 cm,82 kg,False,45,Everton,38,37,3374,Defender,,False,1,0,1,,,8,,,,,,,,,,,,,,,,,3,0,0,,,,,,2007/2008
74,114752,Charles,N'Zogbia,30,France,171 cm,70 kg,False,34,Newcastle,32,27,2436,Midfielder,,False,5,2,5,,,3,,,,,,,,,,,,,,,,,5,0,0,,,,,,2007/2008
75,114827,Mike,Pollitt,49,England,193 cm,89 kg,False,61,Wigan,1,1,90,Goalkeeper,,False,0,0,36,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
76,114829,Nicky,Shorey,40,England,175 cm,67 kg,False,53,Reading,36,36,3221,Defender,,False,0,1,0,,,3,,,,,,,,,,,,,,,,,5,0,0,,,,,,2007/2008
77,114850,Luke,Young,42,England,183 cm,78 kg,False,70,Middlesbrough,35,35,3110,Defender,,False,0,2,0,,,1,,,,,,,,,,,,,,,,,8,0,0,,,,,,2007/2008
78,208961,Keith,Treacy,33,Republic of Ireland,183 cm,79 kg,False,67,Blackburn,0,0,0,Midfielder,,False,0,0,2,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2007/2008
79,231004,John,Oster,43,Wales,175 cm,67 kg,False,53,Reading,18,12,1019,Midfielder,,False,6,10,7,,,0,,,,,,,,,,,,,,,,,1,0,0,,,,,,2007/2008
