,id,firstname,lastname,age,nationality,height,weight,injured,teamID,teamname,appearences,lineups,minutes,position,rating,captain,subIn,subOut,bench,totalShots,shotsOn,totalGoals,goalsConceded,goalAssists,goalSaves,totalPasses,keyPasses,passAccuracy,totalTackles,blocks,interceptions,duelsTotal,duelsWon,dribbleAttempts,dribblesSuccess,dribblesPast,foulsDrawn,foulsCommitted,cardsYel,cardsYelRed,cardsRed,penaltyWon,penaltyCommited,penaltyScored,penaltyMissed,penaltySaved,season
0,468,Vedran,Ćorluka,35,Croatia,192 cm,84 kg,False,47,Tottenham,29,29,2556,Defender,,False,0,3,1,,,1,,,,,,,,,,,,,,,,,3,0,0,,,,,,2009/2010
1,5982,Carlos Alberto,Tevez,37,Argentina,173 cm,75 kg,False,50,Manchester City,35,32,2869,Attacker,,False,3,11,3,,,23,,,,,,,,,,,,,,,,,6,0,0,,,,,,2009/2010
2,15441,Abdisalam,Ibrahim,30,Norway,185 cm,71 kg,False,50,Manchester City,1,0,15,Midfielder,,False,1,0,5,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2009/2010
3,17970,Rhys,Taylor,30,Wales,185 cm,83 kg,False,49,Chelsea,0,0,0,Goalkeeper,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2009/2010
4,18879,Andrew,Surman,35,England,178 cm,73 kg,False,39,Wolves,7,3,316,Midfielder,,False,4,0,10,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2009/2010
5,19226,David,Nugent,36,England,180 cm,76 kg,False,44,Burnley,30,20,1875,Attacker,,False,10,11,10,,,6,,,,,,,,,,,,,,,,,0,0,0,,,,,,2009/2010
6,19289,Michael,Dawson,38,England,189 cm,79 kg,False,47,Tottenham,29,25,2334,Defender,,False,4,1,6,,,2,,,,,,,,,,,,,,,,,4,0,0,,,,,,2009/2010
7,19448,Paul,Gallagher,37,Scotland,183 cm,79 kg,False,67,Blackburn,1,0,15,Midfielder,,False,1,0,1,,,0,,,,,,,,,,,,,,,,,1,0,0,,,,,,2009/2010
8,19553,Darron,Gibson,34,Republic of Ireland,183 cm,90 kg,False,33,Manchester United,15,6,590,Midfielder,,False,9,4,16,,,2,,,,,,,,,,,,,,,,,2,0,0,,,,,,2009/2010
9,19879,James,Vaughan,33,England,180 cm,79 kg,False,45,Everton,8,0,54,Attacker,,False,8,0,10,,,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,2009/2010
10,19904,Grant,Leadbitter,35,England,177 cm,79 kg,False,746,Sunderland,1,0,28,Midfielder,,False,1,0,4,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2009/2010
11,20165,Anthony Randolph,Warner,45,Trinidad and Tobago,193 cm,86 kg,False,64,Hull City,0,0,0,Goalkeeper,,False,0,0,7,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2009/2010
12,20439,Matt,Jarvis,35,England,170 cm,72 kg,False,39,Wolves,34,30,2652,Midfielder,,False,4,16,7,,,3,,,,,,,,,,,,,,,,,3,0,0,,,,,,2009/2010
13,44499,Ahmed Hossam Hussein,Abdelhamid,30,Egypt,188 cm,83 kg,False,48,West Ham,9,5,493,Attacker,,False,4,5,6,,,0,,,,,,,,,,,,,,,,,2,0,0,,,,,,2009/2010
14,48674,Stefan,Maierhofer,39,Austria,202 cm,98 kg,False,39,Wolves,8,1,180,Attacker,,False,7,1,13,,,1,,,,,,,,,,,,,,,,,1,1,0,,,,,,2009/2010
15,82529,Joe,Anderson,31,England,183 cm,77 kg,False,36,Fulham,0,0,0,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2009/2010
16,114871,Sylvan,Ebanks-Blake,35,England,178 cm,91 kg,False,39,Wolves,23,12,1167,Attacker,,False,11,6,19,,,2,,,,,,,,,,,,,,,,,2,0,0,,,,,,2009/2010
17,118541,Daniel,Preston,27,England,,,False,54,Birmingham,0,0,0,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2009/2010
18,231015,Danny,Webber,40,England,178 cm,71 kg,False,1355,Portsmouth,17,4,463,Attacker,,False,13,3,18,,,1,,,,,,,,,,,,,,,,,1,0,0,,,,,,2009/2010
19,232507,James,Spray,29,England,183 cm,77 kg,False,39,Wolves,0,0,0,Attacker,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2009/2010
20,19203,Ashley,Cole,41,England,176 cm,66 kg,False,49,Chelsea,27,25,2140,Defender,,False,2,5,3,,,4,,,,,,,,,,,,,,,,,4,0,0,,,,,,2009/2010
21,20150,Dean,Parrett,30,England,179 cm,74 kg,False,47,Tottenham,0,0,0,Midfielder,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2009/2010
22,37162,Robin,van Persie,36,Netherlands,183 cm,71 kg,False,42,Arsenal,16,14,1254,Attacker,,False,2,3,2,,,9,,,,,,,,,,,,,,,,,3,0,0,,,,,,2009/2010
23,80360,Eduardo,Alves da Silva,38,Croatia,177 cm,72 kg,False,42,Arsenal,24,13,1121,Attacker,,False,11,13,15,,,4,,,,,,,,,,,,,,,,,1,0,0,,,,,,2009/2010
