,id,firstname,lastname,age,nationality,height,weight,injured,teamID,teamname,appearences,lineups,minutes,position,rating,captain,subIn,subOut,bench,totalShots,shotsOn,totalGoals,goalsConceded,goalAssists,goalSaves,totalPasses,keyPasses,passAccuracy,totalTackles,blocks,interceptions,duelsTotal,duelsWon,dribbleAttempts,dribblesSuccess,dribblesPast,foulsDrawn,foulsCommitted,cardsYel,cardsYelRed,cardsRed,penaltyWon,penaltyCommited,penaltyScored,penaltyMissed,penaltySaved,season
0,18015,Elliott,Ward,36,England,185 cm,83 kg,False,48,West Ham,3,3,226,Defender,,False,0,1,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2005/2006
1,18032,Jon,Stead,38,England,191 cm,76 kg,False,746,Sunderland,30,21,1697,Attacker,,False,9,17,9,,,1,,,,,,,,,,,,,,,,,3,0,0,,,,,,2005/2006
2,18099,Darren,Carter,38,England,188 cm,78 kg,False,60,West Brom,20,11,1102,Midfielder,,False,9,2,18,,,1,,,,,,,,,,,,,,,,,2,0,0,,,,,,2005/2006
3,19285,Luke,Steele,37,England,188 cm,76 kg,False,33,Manchester United,0,0,0,Goalkeeper,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2005/2006
4,19289,Michael,Dawson,38,England,189 cm,79 kg,False,47,Tottenham,32,31,2798,Defender,,False,1,0,1,,,0,,,,,,,,,,,,,,,,,4,0,0,,,,,,2005/2006
5,19448,Paul,Gallagher,37,Scotland,183 cm,79 kg,False,67,Blackburn,1,0,10,Midfielder,,False,1,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2005/2006
6,19488,Danny,Graham,36,England,185 cm,88 kg,False,70,Middlesbrough,2,1,99,Attacker,,False,1,1,1,,,0,,,,,,,,,,,,,,,,,1,0,0,,,,,,2005/2006
7,19670,Darren,Potter,37,Republic of Ireland,185 cm,72 kg,False,40,Liverpool,0,0,0,Midfielder,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2005/2006
8,19879,James,Vaughan,33,England,180 cm,79 kg,False,45,Everton,1,0,13,Attacker,,False,1,0,2,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2005/2006
9,19904,Grant,Leadbitter,35,England,177 cm,79 kg,False,746,Sunderland,12,8,748,Midfielder,,False,4,3,9,,,0,,,,,,,,,,,,,,,,,2,0,0,,,,,,2005/2006
10,20165,Anthony Randolph,Warner,45,Trinidad and Tobago,193 cm,86 kg,False,36,Fulham,16,16,1440,Goalkeeper,,False,0,0,18,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2005/2006
11,20462,Anthony,McMahon,35,England,180 cm,71 kg,False,70,Middlesbrough,3,3,162,Defender,,False,0,2,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2005/2006
12,20511,Billy,Clarke,34,Republic of Ireland,170 cm,64 kg,False,57,Ipswich,2,2,0,Attacker,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2005/2006
13,25444,Jaroslav,Drobný,42,Czech Republic,192 cm,90 kg,False,36,Fulham,0,0,0,Goalkeeper,,False,0,0,2,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2005/2006
14,44499,Ahmed Hossam Hussein,Abdelhamid,30,Egypt,188 cm,83 kg,False,47,Tottenham,27,24,2110,Attacker,,False,3,5,4,,,11,,,,,,,,,,,,,,,,,4,0,1,,,,,,2005/2006
