,id,firstname,lastname,age,nationality,height,weight,injured,teamID,teamname,appearences,lineups,minutes,position,rating,captain,subIn,subOut,bench,totalShots,shotsOn,totalGoals,goalsConceded,goalAssists,goalSaves,totalPasses,keyPasses,passAccuracy,totalTackles,blocks,interceptions,duelsTotal,duelsWon,dribbleAttempts,dribblesSuccess,dribblesPast,foulsDrawn,foulsCommitted,cardsYel,cardsYelRed,cardsRed,penaltyWon,penaltyCommited,penaltyScored,penaltyMissed,penaltySaved,season
0,468,Vedran,Ćorluka,35,Croatia,192 cm,84 kg,False,47,Tottenham,3,1,134,Defender,,False,2,0,7,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
1,2121,Orlando Carlos,Braga de Sá,33,Portugal,188 cm,88 kg,False,36,Fulham,7,3,280,Attacker,,False,4,2,12,,,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
2,5982,Carlos Alberto,Tevez,37,Argentina,173 cm,75 kg,False,50,Manchester City,13,7,601,Attacker,,False,6,7,8,,,4,,,,,,,,,,,,,,,,,1,0,0,,,,,,2011/2012
3,17504,Adam,Buxton,29,England,185 cm,81 kg,False,61,Wigan,0,0,0,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
4,18015,Elliott,Ward,36,England,185 cm,83 kg,False,71,Norwich,12,12,1080,Defender,,False,0,0,2,,,0,,,,,,,,,,,,,,,,,2,0,0,,,,,,2011/2012
5,18879,Andrew,Surman,35,England,178 cm,73 kg,False,71,Norwich,25,21,1914,Midfielder,,False,4,5,16,,,4,,,,,,,,,,,,,,,,,1,0,0,,,,,,2011/2012
6,19289,Michael,Dawson,38,England,189 cm,79 kg,False,47,Tottenham,7,6,548,Defender,,False,1,0,5,,,0,,,,,,,,,,,,,,,,,1,0,0,,,,,,2011/2012
7,19325,Nathan,Dyer,34,England,165 cm,60 kg,False,76,Swansea,34,29,2376,Midfielder,,False,5,19,5,,,5,,,,,,,,,,,,,,,,,1,0,1,,,,,,2011/2012
8,19488,Danny,Graham,36,England,185 cm,88 kg,False,76,Swansea,36,32,2847,Attacker,,False,4,12,4,,,12,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
9,19553,Darron,Gibson,34,Republic of Ireland,183 cm,90 kg,False,45,Everton,11,11,930,Midfielder,,False,0,5,1,,,1,,,,,,,,,,,,,,,,,3,0,0,,,,,,2011/2012
10,19660,Billy,Jones,34,England,181 cm,77 kg,False,60,West Brom,18,17,1608,Defender,,False,1,1,13,,,0,,,,,,,,,,,,,,,,,3,0,0,,,,,,2011/2012
11,19879,James,Vaughan,33,England,180 cm,79 kg,False,71,Norwich,5,1,148,Attacker,,False,4,1,4,,,0,,,,,,,,,,,,,,,,,1,0,0,,,,,,2011/2012
12,20392,Joe,Riley,30,England,184 cm,71 kg,False,68,Bolton,3,2,200,Defender,,False,1,1,4,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
13,20439,Matt,Jarvis,35,England,170 cm,72 kg,False,39,Wolves,37,31,2816,Midfielder,,False,6,9,6,,,8,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
14,20469,Adam James,Hammill,33,England,180 cm,73 kg,False,39,Wolves,9,3,344,Midfielder,,False,6,2,17,,,0,,,,,,,,,,,,,,,,,2,0,0,,,,,,2011/2012
15,48674,Stefan,Maierhofer,39,Austria,202 cm,98 kg,False,39,Wolves,1,0,0,Attacker,,False,1,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
16,114871,Sylvan,Ebanks-Blake,35,England,178 cm,91 kg,False,39,Wolves,23,8,1011,Attacker,,False,15,5,24,,,1,,,,,,,,,,,,,,,,,1,0,0,,,,,,2011/2012
17,115982,Michael,Richardson,29,England,,,False,34,Newcastle,0,0,0,Midfielder,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
18,115987,Jordan,Robinson,30,England,,,False,61,Wigan,0,0,0,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
19,232507,James,Spray,29,England,183 cm,77 kg,False,39,Wolves,0,0,0,Attacker,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
20,17537,Curtis,Obeng,31,England,173 cm,67 kg,False,76,Swansea,0,0,0,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
21,18988,Matthew,Connolly,32,England,188 cm,84 kg,False,72,QPR,6,5,489,Defender,,False,1,1,7,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
22,19203,Ashley,Cole,41,England,176 cm,66 kg,False,49,Chelsea,32,31,2787,Defender,,False,1,1,4,,,0,,,,,,,,,,,,,,,,,8,1,0,,,,,,2011/2012
23,20150,Dean,Parrett,30,England,179 cm,74 kg,False,47,Tottenham,0,0,0,Midfielder,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
24,37162,Robin,van Persie,36,Netherlands,183 cm,71 kg,False,42,Arsenal,38,37,3334,Attacker,,False,1,3,1,,,30,,,,,,,,,,,,,,,,,8,0,0,,,,,,2011/2012
25,80710,André Clarindo,dos Santos,35,Brazil,180 cm,82 kg,False,42,Arsenal,15,10,1013,Midfielder,,False,5,1,12,,,2,,,,,,,,,,,,,,,,,2,0,0,,,,,,2011/2012
26,82300,Sanchez,Watt,29,England,180 cm,77 kg,False,42,Arsenal,0,0,0,Midfielder,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
27,87877,Jermaine,Pennant,35,England,173 cm,68 kg,False,75,Stoke City,27,18,1705,Midfielder,,False,9,12,14,,,0,,,,,,,,,,,,,,,,,2,0,0,,,,,,2011/2012
28,90489,Per,Mertesacker,37,Germany,198 cm,90 kg,False,42,Arsenal,21,21,1831,Defender,,False,0,4,1,,,0,,,,,,,,,,,,,,,,,2,0,0,,,,,,2011/2012
29,90505,Stuart,Taylor,41,England,198 cm,85 kg,False,50,Manchester City,0,0,0,Goalkeeper,,False,0,0,1,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
30,105800,Tomáš,Rosický,41,Czech Republic,178 cm,65 kg,False,42,Arsenal,28,19,1760,Midfielder,,False,9,6,13,,,1,,,,,,,,,,,,,,,,,4,0,0,,,,,,2011/2012
31,106805,Yossi Shai,Benayoun,41,Israel,173 cm,70 kg,False,42,Arsenal,19,10,902,Midfielder,,False,9,8,22,,,4,,,,,,,,,,,,,,,,,1,0,0,,,,,,2011/2012
32,114745,Mikel,Arteta Amatriain,34,Spain,175 cm,64 kg,False,42,Arsenal,29,29,2474,Midfielder,,False,0,4,0,,,6,,,,,,,,,,,,,,,,,4,0,0,,,,,,2011/2012
33,114808,William,Gallas,37,France,183 cm,72 kg,False,47,Tottenham,15,15,1324,Defender,,False,0,2,3,,,0,,,,,,,,,,,,,,,,,1,0,0,,,,,,2011/2012
34,114848,Fabrice,Muamba,33,England,188 cm,78 kg,False,68,Bolton,20,18,1328,Midfielder,,False,2,9,8,,,1,,,,,,,,,,,,,,,,,2,0,0,,,,,,2011/2012
35,114876,Thierry,Henry,37,France,188 cm,83 kg,False,42,Arsenal,4,0,94,Attacker,,False,4,0,4,,,2,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
36,114896,Danny,Higginbotham,43,Gibraltar,185 cm,77 kg,False,75,Stoke City,2,1,111,Defender,,False,1,0,2,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
37,114900,Manuel,Almunia Rivero,37,Spain,190 cm,80 kg,False,42,Arsenal,0,0,0,Goalkeeper,,False,0,0,8,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
38,231351,Martin Charles,Rowlands,42,Republic of Ireland,175 cm,68 kg,False,72,QPR,0,0,0,Midfielder,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
39,232209,Anthony,McNamee,37,England,168 cm,64 kg,False,71,Norwich,0,0,0,Midfielder,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
40,1187,Nicklas,Bendtner,33,Denmark,193 cm,84 kg,False,746,Sunderland,28,25,2230,Attacker,,False,3,7,3,,,8,,,,,,,,,,,,,,,,,2,0,0,,,,,,2011/2012
41,19153,Gareth,Barry,39,England,183 cm,78 kg,False,50,Manchester City,34,31,2737,Midfielder,,False,3,6,5,,,1,,,,,,,,,,,,,,,,,9,1,0,,,,,,2011/2012
42,19171,Mark,Bunn,35,England,183 cm,77 kg,False,67,Blackburn,3,3,270,Goalkeeper,,False,0,0,28,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,2011/2012
43,50031,Armand,Traoré,31,Senegal,185 cm,82 kg,False,72,QPR,23,18,1618,Defender,,False,5,6,7,,,0,,,,,,,,,,,,,,,,,2,1,0,,,,,,2011/2012
44,77110,Thomas,Løvendahl Sørensen,45,Denmark,196 cm,89 kg,False,75,Stoke City,16,16,1423,Goalkeeper,,False,0,1,22,,,0,,,,,,,,,,,,,,,,,1,0,0,,,,,,2011/2012
